Дата операции;Дата платежа;Номер карты;Статус;Сумма операции;Валюта операции;Сумма платежа;Валюта платежа;Кэшбэк;Категория;MCC;Описание;Бонусы (включая кэшбэк);Округление на инвесткопилку;Сумма операции с округлением
12.09.2022 15:41;12.09.2022;*8125;OK;-290;RUB;-290;RUB;14;Аптеки;5912;Mikromarket;14;0;290
11.09.2022 12:57;11.09.2022;*8125;OK;-3214;RUB;-3214;RUB;32;Супермаркеты;5411;Перекрёсток;32;0;3214
11.09.2022 12:30;11.09.2022;*8125;OK;5000;RUB;5000;RUB;;Пополнения;;Дмитрий Г.;0;0;5000
10.09.2022 22:10;11.09.2022;*8125;OK;-130,66;RUB;-130,66;RUB;1;Развлечения;7999;Самокаты - Яндекс Go;1;0;130,66
10.09.2022 21:41;11.09.2022;*8125;OK;-108,66;RUB;-108,66;RUB;1;Развлечения;7999;Самокаты - Яндекс Go;1;0;108,66
10.09.2022 19:49;10.09.2022;*8125;OK;2350;RUB;2350;RUB;;Переводы;;Дарья Ю.;0;0;2350
10.09.2022 19:46;10.09.2022;*8125;OK;-511;RUB;-511;RUB;5;Фастфуд;5814;Вкусно — и точка;5;0;511
10.09.2022 19:30;10.09.2022;*8125;OK;-4188;RUB;-4188;RUB;41;Дом и ремонт;5200;Домаркет;41;0;4188
10.09.2022 19:21;10.09.2022;*8125;OK;5000;RUB;5000;RUB;;Пополнения;;Дмитрий Г.;0;0;5000
10.09.2022 16:28;10.09.2022;*8125;OK;830;RUB;830;RUB;;Переводы;;Дарья Ю.;0;0;830
10.09.2022 16:27;10.09.2022;*8125;OK;-1660;RUB;-1660;RUB;16;Фастфуд;5814;IP Ivanov;16;0;1660
10.09.2022 14:29;10.09.2022;*8125;OK;-50;RUB;-50;RUB;2;Аптеки;5912;Centr Fyngoterapii;2;0;50
09.09.2022 13:35;09.09.2022;*8125;OK;-441,58;RUB;-441,58;RUB;4;Супермаркеты;5411;Magazin 379;4;0;441,58
09.09.2022 10:10;09.09.2022;*8125;OK;-95;RUB;-95;RUB;;Фастфуд;5814;Ля Фантази;0;0;95
08.09.2022 20:19;08.09.2022;*8125;OK;-1089;RUB;-1089;RUB;10;Супермаркеты;5411;ВкусВилл;10;0;1089
08.09.2022 15:23;08.09.2022;*8125;OK;350;RUB;350;RUB;;Пополнения;;Артем П.;0;0;350
08.09.2022 13:30;08.09.2022;*8125;OK;-439;RUB;-439;RUB;4;Фастфуд;5814;Вкусно — и точка;4;0;439
07.09.2022 19:55;07.09.2022;*8125;OK;-455;RUB;-455;RUB;4;Дом и ремонт;5200;Леруа Мерлен;4;0;455
07.09.2022 19:21;07.09.2022;*8125;OK;-580;RUB;-580;RUB;5;Электроника и техника;5732;Чип и Дип;5;0;580
07.09.2022 13:56;07.09.2022;*8125;OK;-139,66;RUB;-139,66;RUB;1;Фастфуд;5814;Ля Фантази;1;0;139,66
07.09.2022 10:49;07.09.2022;;OK;-3827;RUB;-3827;RUB;;Переводы;;Дмитрий Г.;0;0;3827
07.09.2022 10:48;07.09.2022;*8125;OK;5000;RUB;5000;RUB;;Пополнения;;Дмитрий Г.;0;0;5000
06.09.2022 19:20;06.09.2022;*8125;OK;-269,6;RUB;-269,6;RUB;2;Супермаркеты;5411;SPAR;2;0;269,6
05.09.2022 21:13;05.09.2022;*8125;OK;-694,1;RUB;-694,1;RUB;34;Аптеки;5912;Аптека Будь Здоров;34;0;694,1
05.09.2022 19:18;05.09.2022;*8125;OK;-1655,5;RUB;-1655,5;RUB;16;Супермаркеты;5411;SPAR;16;0;1655,5
05.09.2022 13:55;05.09.2022;*8125;OK;-160;RUB;-160;RUB;8;Аптеки;5912;Mikromarket;8;0;160
05.09.2022 13:01;05.09.2022;;OK;-300;RUB;-300;RUB;;Переводы;;Ирина К.;0;0;300
05.09.2022 10:36;05.09.2022;*8125;OK;-95;RUB;-95;RUB;;Фастфуд;5814;Ля Фантази;0;0;95
05.09.2022 10:34;05.09.2022;*8125;OK;-575;RUB;-575;RUB;28;Аптеки;5912;Mikromarket;28;0;575
04.09.2022 23:29;05.09.2022;*8125;OK;1600;RUB;1600;RUB;;Пополнения;;Дмитрий Г.;0;0;1600
04.09.2022 23:29;05.09.2022;*8125;OK;5000;RUB;5000;RUB;;Пополнения;;Дмитрий Г.;0;0;5000
04.09.2022 23:28;04.09.2022;*0716;FAILED;-5000;RUB;-5000;RUB;;;;Перевод с карты;0;0;5000
04.09.2022 23:26;05.09.2022;;OK;-1782;RUB;-1782;RUB;;Переводы;;Дмитрий Г.;0;0;1782
04.09.2022 22:44;05.09.2022;*8125;OK;-1060;RUB;-1060;RUB;10;Фастфуд;5814;Fabrika Kukhni;10;0;1060
04.09.2022 20:24;04.09.2022;;OK;-340;RUB;-340;RUB;;Переводы;;Элвусал К.;0;0;340
04.09.2022 18:12;04.09.2022;*8125;OK;-1559,7;RUB;-1559,7;RUB;15;Топливо;5541;Яндекс.Заправки;15;0;1559,7
04.09.2022 17:56;04.09.2022;*8125;OK;5000;RUB;5000;RUB;;Пополнения;;Дмитрий Г.;0;0;5000
04.09.2022 14:13;04.09.2022;*8125;OK;-1600;RUB;-1600;RUB;16;Различные товары;5311;IP Prokhorov I.E.;16;0;1600
02.09.2022 21:36;02.09.2022;*8125;OK;-679,95;RUB;-679,95;RUB;6;Фастфуд;5814;Burger King;6;0;679,95
02.09.2022 14:18;02.09.2022;*8125;OK;-600;RUB;-600;RUB;6;Сервис;7221;Fotostudiya-Blic;6;0;600
01.09.2022 19:43;01.09.2022;*8125;OK;-203,99;RUB;-203,99;RUB;2;Супермаркеты;5411;Перекрёсток;2;0;203,99
01.09.2022 10:33;01.09.2022;;OK;-3768;RUB;-3768;RUB;;Переводы;;Дарья Ю.;0;0;3768
01.09.2022 10:32;01.09.2022;*8125;OK;5000;RUB;5000;RUB;;Пополнения;;Дмитрий Г.;0;0;5000
01.09.2022 10:06;01.09.2022;*8125;OK;-149,6;RUB;-149,6;RUB;1;Фастфуд;5814;Ля Фантази;1;0;149,6
31.08.2022 22:50;01.09.2022;*8125;OK;-1113;RUB;-1113;RUB;5;Дом и ремонт;5200;Леруа Мерлен;5;0;1113
31.08.2022 21:51;31.08.2022;*8125;OK;410;RUB;410;RUB;;Переводы;;Олег К.;0;0;410
31.08.2022 19:46;31.08.2022;*8125;OK;-820;RUB;-820;RUB;8;Рестораны;5812;Nagoya;8;0;820
31.08.2022 13:41;31.08.2022;*8125;OK;-355,04;RUB;-355,04;RUB;3;Фастфуд;5814;Ля Фантази;3;0;355,04
31.08.2022 9:57;31.08.2022;*8125;OK;-95;RUB;-95;RUB;;Фастфуд;5814;Ля Фантази;0;0;95
30.08.2022 20:22;31.08.2022;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
30.08.2022 19:56;31.08.2022;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
30.08.2022 16:50;30.08.2022;*8125;OK;-80;RUB;-80;RUB;;Фастфуд;5814;Дело вкуса;0;0;80
30.08.2022 15:27;30.08.2022;*8125;OK;4497,81;RUB;4497,81;RUB;;Пополнения;;Артем П.;0;0;4497,81
30.08.2022 13:43;30.08.2022;*8125;OK;-150;RUB;-150;RUB;;Частные услуги;7299;IP Vartanov Ya.V.;0;0;150
30.08.2022 12:33;01.09.2022;*8125;OK;-4362;RUB;-4362;RUB;43;Сервис;4215;FoodBand.ru;43;0;4362
30.08.2022 11:40;30.08.2022;;OK;-570,32;RUB;-570,32;RUB;;Связь;4814;Ростелеком;0;0;570,32
30.08.2022 11:26;30.08.2022;*8125;OK;2000;RUB;2000;RUB;;Пополнения;;Дмитрий Г.;0;0;2000
30.08.2022 11:11;30.08.2022;;OK;-65;RUB;-65;RUB;;Переводы;;Дмитрий Г.;0;0;65
30.08.2022 10:09;30.08.2022;*8125;OK;-139;RUB;-139;RUB;1;Фастфуд;5814;Ля Фантази;1;0;139
30.08.2022 10:07;30.08.2022;*8125;OK;-974;RUB;-974;RUB;4;Супермаркеты;5411;Сеть Микромаркетов;4;0;974
29.08.2022 16:05;29.08.2022;*8125;OK;-80;RUB;-80;RUB;;Фастфуд;5814;Дело вкуса;0;0;80
29.08.2022 13:22;29.08.2022;*8125;OK;-198,04;RUB;-198,04;RUB;;Супермаркеты;5411;SPAR;0;0;198,04
29.08.2022 9:47;29.08.2022;*8125;OK;-195,32;RUB;-195,32;RUB;1;Фастфуд;5814;Ля Фантази;1;0;195,32
29.08.2022 1:53;29.08.2022;*8125;OK;3500;RUB;3500;RUB;;Пополнения;;Дмитрий Г.;0;0;3500
28.08.2022 20:53;28.08.2022;*8125;OK;-5940;RUB;-5940;RUB;297;Одежда и обувь;5661;Trc Mega Belaya Dacha;297;0;5940
28.08.2022 18:10;28.08.2022;*8125;OK;-1233,2;RUB;-1233,2;RUB;6;Топливо;5541;Яндекс.Заправки;6;0;1233,2
28.08.2022 14:04;28.08.2022;;OK;-1000;RUB;-1000;RUB;;Переводы;;Сергей Б.;0;0;1000
28.08.2022 14:01;28.08.2022;*8125;OK;8511,7;RUB;8511,7;RUB;;Пополнения;;Дмитрий Г.;0;0;8511,7
28.08.2022 13:05;28.08.2022;*8125;OK;-5969;RUB;-5969;RUB;59;Автоуслуги;5533;Avtozapchasti M-2;59;0;5969
28.08.2022 10:37;28.08.2022;;OK;-325;RUB;-325;RUB;;Связь;4814;МегаФон;0;0;325
27.08.2022 22:45;28.08.2022;*8125;OK;2750;RUB;2750;RUB;;Переводы;;Дарья Ю.;0;0;2750
26.08.2022 18:10;29.08.2022;;OK;-1500;RUB;-1500;RUB;;Другое;;Штрафы ГИБДД;0;0;1500
26.08.2022 7:54;26.08.2022;*8125;OK;-1290;RUB;-1290;RUB;6;Топливо;5542;Газпромнефть;6;0;1290
26.08.2022 4:27;27.08.2022;*8125;OK;-745,5;RUB;-745,5;RUB;3;Топливо;5541;Яндекс.Заправки;3;0;745,5
26.08.2022 2:39;26.08.2022;*8125;OK;-1818,25;RUB;-1818,25;RUB;9;Топливо;5541;Яндекс.Заправки;9;0;1818,25
26.08.2022 0:26;26.08.2022;*8125;OK;-267;RUB;-267;RUB;1;Топливо;5541;Газпромнефть;1;0;267
26.08.2022 0:18;26.08.2022;*8125;OK;-973,44;RUB;-973,44;RUB;4;Топливо;5541;Газпромнефть;4;0;973,44
25.08.2022 23:43;25.08.2022;;OK;-99;RUB;-99;RUB;;Услуги банка;;Плата за обслуживание;0;0;99
25.08.2022 23:32;26.08.2022;*8125;OK;-2700;RUB;-2700;RUB;27;Госуслуги;9399;Автодор;27;0;2700
25.08.2022 23:25;25.08.2022;;OK;-59;RUB;-59;RUB;;Услуги банка;;Плата за оповещения об операциях;0;0;59
25.08.2022 23:07;25.08.2022;;OK;681;RUB;681;RUB;;Бонусы;;Кэшбэк за обычные покупки;0;0;681
25.08.2022 22:39;25.08.2022;;OK;41,1;RUB;41,1;RUB;;Бонусы;;Проценты на остаток;0;0;41,1
25.08.2022 21:19;25.08.2022;*8125;OK;-1857;RUB;-1857;RUB;18;Супермаркеты;5921;Vinoteka BottleShock;18;0;1857
25.08.2022 20:22;25.08.2022;*8125;OK;-2742;RUB;-2742;RUB;13;Супермаркеты;5411;Magazin F-Ki Im.Krupsk;13;0;2742
25.08.2022 19:07;25.08.2022;*8125;OK;-1690;RUB;-1690;RUB;8;Супермаркеты;5462;Sp_Machty;8;0;1690
25.08.2022 18:23;25.08.2022;*8125;OK;15000;RUB;15000;RUB;;Переводы;;Дарья Ю.;0;0;15000
25.08.2022 18:04;25.08.2022;*8125;OK;-200;RUB;-200;RUB;2;Сувениры;5947;YM*pay;2;0;200
25.08.2022 17:58;26.08.2022;*8125;OK;-103,7;RUB;-103,7;RUB;1;Развлечения;7999;Самокаты - Яндекс Go;1;0;103,7
25.08.2022 16:37;25.08.2022;*8125;OK;-800;RUB;-800;RUB;8;Госуслуги;9399;Кунсткамера;8;0;800
25.08.2022 13:47;25.08.2022;*8125;OK;-106;RUB;-106;RUB;1;Фастфуд;5814;нетмонет;1;0;106
25.08.2022 13:46;25.08.2022;*8125;OK;-1070;RUB;-1070;RUB;10;Рестораны;5812;Футура;10;0;1070
24.08.2022 22:53;25.08.2022;;OK;-498;RUB;-498;RUB;;Переводы;;Артем К.;0;0;498
24.08.2022 21:44;24.08.2022;*8125;OK;-3160;RUB;-3160;RUB;31;Фастфуд;5814;OOO Korrida;31;0;3160
24.08.2022 18:07;24.08.2022;*8125;OK;-700;RUB;-700;RUB;7;Фастфуд;5814;Muzej Kofe;7;0;700
24.08.2022 16:13;24.08.2022;*8125;OK;-2270;RUB;-2270;RUB;22;Рестораны;5812;Bar OOO Novye Gorizont;22;0;2270
23.08.2022 20:57;24.08.2022;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
23.08.2022 20:54;23.08.2022;*8125;OK;-5040;RUB;-5040;RUB;50;Рестораны;5812;Ripasso;50;0;5040
23.08.2022 14:05;23.08.2022;*8125;OK;-1670;RUB;-1670;RUB;16;Рестораны;5812;Benua;16;0;1670
22.08.2022 18:53;22.08.2022;*8125;OK;-2016,64;RUB;-2016,64;RUB;10;Топливо;5542;Газпромнефть;10;0;2016,64
22.08.2022 17:29;22.08.2022;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
22.08.2022 17:26;22.08.2022;*8125;OK;-1000;RUB;-1000;RUB;10;Госуслуги;9399;Автодор;10;0;1000
22.08.2022 15:26;22.08.2022;*8125;OK;-1418;RUB;-1418;RUB;7;Топливо;5541;ЛУКОЙЛ;7;0;1418
22.08.2022 13:26;22.08.2022;*8125;OK;-1937,87;RUB;-1937,87;RUB;9;Топливо;5542;Газпромнефть;9;0;1937,87
22.08.2022 11:02;22.08.2022;*8125;OK;-1800;RUB;-1800;RUB;18;Госуслуги;9399;Автодор;18;0;1800
21.08.2022 18:11;22.08.2022;*8125;OK;-1185,65;RUB;-1185,65;RUB;5;Топливо;5541;Яндекс.Заправки;5;0;1185,65
21.08.2022 17:59;21.08.2022;;OK;-1200;RUB;-1200;RUB;;Переводы;;Юрий Н.;0;0;1200
21.08.2022 16:58;21.08.2022;;OK;-400;RUB;-400;RUB;;Переводы;;Юрий Н.;0;0;400
20.08.2022 14:02;20.08.2022;;OK;-1000;RUB;-1000;RUB;;Переводы;;Дмитрий Г.;0;0;1000
20.08.2022 13:51;20.08.2022;*8125;OK;-1940;RUB;-1940;RUB;9;Медицина;8021;OOO Ulybka;9;0;1940
20.08.2022 13:35;20.08.2022;;OK;-27200;RUB;-27200;RUB;;Переводы;;Дарья Ю.;0;0;27200
20.08.2022 13:07;20.08.2022;*8125;OK;60000;RUB;60000;RUB;;Пополнения;6536;Пополнение OO NOVOMOSKOVSKIY NOVOMOSKOVSK RUS;0;0;60000
20.08.2022 12:08;20.08.2022;*8125;OK;-325;RUB;-325;RUB;3;Платные дороги;4784;Автодор;3;0;325
20.08.2022 11:34;20.08.2022;*8125;OK;-230;RUB;-230;RUB;2;Платные дороги;4784;Автодор;2;0;230
20.08.2022 11:02;22.08.2022;*8125;OK;-1565,94;RUB;-1565,94;RUB;7;Топливо;5541;Яндекс.Заправки;7;0;1565,94
20.08.2022 0:54;20.08.2022;*8125;OK;-1337;RUB;-1337;RUB;6;Супермаркеты;5411;Азбука Вкуса;6;0;1337
19.08.2022 23:46;20.08.2022;*8125;OK;-2390;RUB;-2390;RUB;23;Рестораны;5812;Jack's;23;0;2390
19.08.2022 21:19;19.08.2022;*8125;OK;-890;RUB;-890;RUB;8;Рестораны;5812;Jack's;8;0;890
19.08.2022 13:22;19.08.2022;*8125;OK;-890;RUB;-890;RUB;4;Супермаркеты;5411;ВкусВилл;4;0;890
19.08.2022 12:57;19.08.2022;*8125;OK;-156,41;RUB;-156,41;RUB;1;Каршеринг;7512;Яндекс.Драйв;1;0;156,41
19.08.2022 12:48;19.08.2022;*8125;OK;-314,15;RUB;-314,15;RUB;3;Каршеринг;7512;Яндекс.Драйв;3;0;314,15
19.08.2022 12:28;19.08.2022;*8125;OK;-314,15;RUB;-314,15;RUB;3;Каршеринг;7512;Яндекс.Драйв;3;0;314,15
19.08.2022 12:07;19.08.2022;*8125;OK;-314,15;RUB;-314,15;RUB;3;Каршеринг;7512;Яндекс.Драйв;3;0;314,15
19.08.2022 11:53;19.08.2022;*8125;OK;-314,15;RUB;-314,15;RUB;3;Каршеринг;7512;Яндекс.Драйв;3;0;314,15
19.08.2022 11:34;19.08.2022;*8125;OK;-58,17;RUB;-58,17;RUB;;Каршеринг;7512;Яндекс.Драйв;0;0;58,17
19.08.2022 4:14;19.08.2022;;OK;-900;RUB;-900;RUB;;Переводы;;Дарья Ю.;0;0;900
15.08.2022 22:34;15.08.2022;;OK;24,18;RUB;24,18;RUB;;Бонусы;;Проценты на остаток;0;0;24,18
14.08.2022 12:59;14.08.2022;*8125;OK;54;RUB;54;RUB;;Пополнения;;Дмитрий Г.;0;0;54
14.08.2022 11:20;14.08.2022;*8125;OK;5690;RUB;5690;RUB;;Переводы;;Юлия Х.;0;0;5690
13.08.2022 16:30;13.08.2022;*8125;OK;-562,5;RUB;-562,5;RUB;2;Супермаркеты;5411;Duty Paid Sochi;2;0;562,5
13.08.2022 15:20;13.08.2022;*8125;OK;-119,99;RUB;-119,99;RUB;1;Фастфуд;5814;Burger King;1;0;119,99
13.08.2022 15:18;13.08.2022;*8125;OK;-159,99;RUB;-159,99;RUB;1;Фастфуд;5814;Burger King;1;0;159,99
13.08.2022 9:51;13.08.2022;*8125;OK;-1010;RUB;-1010;RUB;10;Фастфуд;5814;Shoko Sheremetevo;10;0;1010
13.08.2022 9:48;13.08.2022;*8125;OK;-920;RUB;-920;RUB;9;Фастфуд;5814;Fudkort;9;0;920
13.08.2022 8:55;13.08.2022;*8125;OK;-968,38;RUB;-968,38;RUB;9;Каршеринг;7512;Яндекс.Драйв;9;0;968,38
13.08.2022 7:50;13.08.2022;*8125;OK;-271,82;RUB;-271,82;RUB;2;Каршеринг;7512;Яндекс.Драйв;2;0;271,82
12.08.2022 19:00;12.08.2022;*8125;OK;6996,09;RUB;6996,09;RUB;;Пополнения;;Дмитрий Г.;0;0;6996,09
12.08.2022 13:10;12.08.2022;*8125;OK;-390;RUB;-390;RUB;3;Фастфуд;5814;Com 1989;3;0;390
12.08.2022 9:59;12.08.2022;*8125;OK;-133,44;RUB;-133,44;RUB;1;Фастфуд;5814;Ля Фантази;1;0;133,44
11.08.2022 13:29;11.08.2022;*8125;OK;-653,97;RUB;-653,97;RUB;6;Фастфуд;5814;Яндекс.Еда;6;0;653,97
11.08.2022 12:55;11.08.2022;*8125;OK;-388;RUB;-388;RUB;3;Фастфуд;5814;Вкусно — и точка;3;0;388
11.08.2022 10:57;11.08.2022;*8125;OK;155;RUB;155;RUB;;Пополнения;;Дмитрий Г.;0;0;155
11.08.2022 10:50;11.08.2022;;OK;3089,44;RUB;3089,44;RUB;;Переводы;;Вывод с брокерского счета;0;0;3089,44
11.08.2022 10:18;11.08.2022;;OK;-50;EUR;-50;EUR;;Переводы;;Пополнение брокерского счета;0;0;50
11.08.2022 10:15;11.08.2022;*8125;OK;1670;RUB;1670;RUB;;Пополнения;;Дмитрий Г.;0;0;1670
11.08.2022 10:12;11.08.2022;*0716;FAILED;-1670;RUB;-1670;RUB;;;;Перевод с карты;0;0;1670
11.08.2022 9:55;11.08.2022;*8125;OK;-234;RUB;-234;RUB;2;Фастфуд;5814;Ля Фантази;2;0;234
10.08.2022 19:11;10.08.2022;*8125;OK;-308,84;RUB;-308,84;RUB;3;Госуслуги;9399;Парковки России;3;0;308,84
10.08.2022 9:48;10.08.2022;;OK;-71700;RUB;-71700;RUB;;Переводы;;Дмитрий Г.;0;0;71700
10.08.2022 9:46;10.08.2022;*8125;OK;-202,04;RUB;-202,04;RUB;2;Фастфуд;5814;Ля Фантази;2;0;202,04
09.08.2022 21:14;09.08.2022;*8125;OK;10000;RUB;10000;RUB;;Переводы;;Дарья Ю.;0;0;10000
09.08.2022 21:13;09.08.2022;*8125;OK;40000;RUB;40000;RUB;;Переводы;;Дарья Ю.;0;0;40000
09.08.2022 21:10;09.08.2022;*8125;OK;21700;RUB;21700;RUB;;Переводы;;Дарья Ю.;0;0;21700
09.08.2022 9:54;09.08.2022;*8125;OK;-95;RUB;-95;RUB;;Фастфуд;5814;Ля Фантази;0;0;95
09.08.2022 9:41;09.08.2022;;OK;850;RUB;850;RUB;;Пополнения;6012;Перевод с карты;0;0;850
08.08.2022 22:26;09.08.2022;*8125;OK;-134;RUB;-134;RUB;;Электроника и техника;5722;Мвидео;0;0;134
08.08.2022 18:33;08.08.2022;;OK;-345;RUB;-345;RUB;;Переводы;;Нэсп Без Идентификации Д.;0;0;345
08.08.2022 15:31;08.08.2022;*8125;OK;-400,82;RUB;-400,82;RUB;4;Фастфуд;5814;Ля Фантази;4;0;400,82
08.08.2022 14:44;08.08.2022;*8125;OK;-2000;RUB;-2000;RUB;20;Фото и видео;7333;IP Pospelova E.I.;20;0;2000
08.08.2022 13:07;10.08.2022;*8125;OK;-92;RUB;-92;RUB;;Местный транспорт;4111;Тройка;0;0;92
08.08.2022 10:12;08.08.2022;;OK;-4613,57;RUB;-4613,57;RUB;;Переводы;;Дарья Ю.;0;0;4613,57
08.08.2022 9:51;08.08.2022;*8125;OK;-189,72;RUB;-189,72;RUB;1;Фастфуд;5814;Ля Фантази;1;0;189,72
07.08.2022 22:26;08.08.2022;*8125;OK;-3350;RUB;-3350;RUB;167;Одежда и обувь;5661;Trc Mega Belaya Dacha;167;0;3350
07.08.2022 19:51;08.08.2022;*8125;OK;-1264,75;RUB;-1264,75;RUB;6;Топливо;5541;Яндекс.Заправки;6;0;1264,75
07.08.2022 11:06;07.08.2022;;OK;-1500;RUB;-1500;RUB;;Переводы;;Дмитрий З.;0;0;1500
06.08.2022 18:35;06.08.2022;*8125;OK;-618,37;RUB;-618,37;RUB;3;Супермаркеты;5411;АТАК Супермаркеты;3;0;618,37
06.08.2022 11:25;06.08.2022;;OK;14191,43;RUB;14191,43;RUB;;Пополнения;6012;Перевод с карты;0;0;14191,43
06.08.2022 11:24;06.08.2022;*0716;FAILED;-24191,43;RUB;-24191,43;RUB;;;;Перевод с карты;0;0;24191,43
06.08.2022 10:58;06.08.2022;*8125;OK;-120;RUB;-120;RUB;;Различные товары;5311;IP Prokhorov I.E.;0;0;120
05.08.2022 20:41;05.08.2022;*8125;OK;-279,97;RUB;-279,97;RUB;2;Фастфуд;5814;Burger King;2;0;279,97
05.08.2022 13:17;05.08.2022;*8125;OK;-300;RUB;-300;RUB;3;Рестораны;5812;Stolovaya;3;0;300
05.08.2022 9:59;05.08.2022;*8125;OK;-194;RUB;-194;RUB;1;Фастфуд;5814;Ля Фантази;1;0;194
04.08.2022 18:17;05.08.2022;*8125;OK;-347;RUB;-347;RUB;3;Такси;4121;Яндекс Такси;3;0;347
04.08.2022 15:04;04.08.2022;*8125;OK;-55;RUB;-55;RUB;;Супермаркеты;5499;Produkty;0;0;55
04.08.2022 14:28;04.08.2022;*8125;OK;-450;RUB;-450;RUB;4;Рестораны;5812;Kafe Marushhev;4;0;450
04.08.2022 10:56;05.08.2022;*8125;OK;-149;RUB;-149;RUB;1;Такси;4121;Яндекс Такси;1;0;149
04.08.2022 10:45;04.08.2022;*8125;OK;-120;RUB;-120;RUB;;Супермаркеты;5499;Produkty;0;0;120
04.08.2022 6:41;05.08.2022;*8125;OK;-211;RUB;-211;RUB;2;Такси;4121;Яндекс Такси;2;0;211
03.08.2022 16:12;03.08.2022;*8125;OK;-548;RUB;-548;RUB;2;Местный транспорт;4111;РЖД;2;0;548
03.08.2022 15:46;03.08.2022;*8125;OK;1500;RUB;1500;RUB;;Переводы;;Дмитрий З.;0;0;1500
03.08.2022 14:42;03.08.2022;;OK;1591,9;RUB;1591,9;RUB;;Пополнения;6012;Перевод с карты;0;0;1591,9
03.08.2022 14:41;03.08.2022;*0716;FAILED;-1683,9;RUB;-1683,9;RUB;;;;Перевод с карты;0;0;1683,9
03.08.2022 13:21;03.08.2022;*0716;FAILED;-1683,9;RUB;-1683,9;RUB;;;;Перевод с карты;0;0;1683,9
03.08.2022 13:21;03.08.2022;*0716;FAILED;-1683,9;RUB;-1683,9;RUB;;;;Перевод с карты;0;0;1683,9
02.08.2022 9:19;03.08.2022;*8125;OK;-46;RUB;-46;RUB;;Местный транспорт;4111;Тройка;0;0;46
01.08.2022 22:30;02.08.2022;*8125;OK;-3334,35;RUB;-3334,35;RUB;16;Супермаркеты;5411;Перекрёсток;16;0;3334,35
01.08.2022 22:30;02.08.2022;*8125;OK;1700;RUB;1700;RUB;;Переводы;;Дарья Ю.;0;0;1700
01.08.2022 21:24;02.08.2022;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
01.08.2022 19:05;01.08.2022;*8125;OK;-1555,2;RUB;-1555,2;RUB;7;Топливо;5541;Teboil;7;0;1555,2
01.08.2022 16:25;01.08.2022;;OK;-590,64;RUB;-590,64;RUB;;Связь;4814;Ростелеком;0;0;590,64
01.08.2022 14:10;01.08.2022;*8125;OK;-599,44;RUB;-599,44;RUB;2;Супермаркеты;5411;Magazin 379;2;0;599,44
01.08.2022 13:12;03.08.2022;*8125;OK;-92;RUB;-92;RUB;;Местный транспорт;4111;Тройка;0;0;92
01.08.2022 9:55;01.08.2022;*8125;OK;-300,08;RUB;-300,08;RUB;3;Фастфуд;5814;Ля Фантази;3;0;300,08
31.07.2022 17:30;31.07.2022;*8125;OK;-400;RUB;-400;RUB;2;Супермаркеты;5499;Fruktovyj Raj;2;0;400
31.07.2022 16:58;31.07.2022;;OK;-1580;RUB;-1580;RUB;;Переводы;;Диана Л.;0;0;1580
31.07.2022 16:57;31.07.2022;*8125;OK;760;RUB;760;RUB;;Переводы;;Дарья Ю.;0;0;760
31.07.2022 14:51;31.07.2022;*8125;OK;-1000;RUB;-1000;RUB;10;Красота;7230;Topgun;10;0;1000
30.07.2022 23:27;31.07.2022;;OK;-260;RUB;-260;RUB;;Переводы;;Нэсп Без Идентификации Д.;0;0;260
30.07.2022 16:04;30.07.2022;*8125;OK;-60;RUB;-60;RUB;;Супермаркеты;5499;Produkty;0;0;60
30.07.2022 16:01;30.07.2022;*8125;OK;-75;RUB;-75;RUB;;Супермаркеты;5499;Produkty;0;0;75
29.07.2022 13:55;29.07.2022;*8125;OK;-367,28;RUB;-367,28;RUB;1;Супермаркеты;5411;Magazin 379;1;0;367,28
29.07.2022 10:02;29.07.2022;;OK;-140;RUB;-140;RUB;;Переводы;;Лаазат М.;0;0;140
29.07.2022 9:27;29.07.2022;;OK;-250;RUB;-250;RUB;;Связь;4814;МегаФон;0;0;250
29.07.2022 9:26;29.07.2022;;OK;-320;RUB;-320;RUB;;Связь;4814;МегаФон;0;0;320
29.07.2022 9:24;29.07.2022;;OK;-80;RUB;-80;RUB;;Связь;4814;МегаФон;0;0;80
28.07.2022 21:46;29.07.2022;*8125;OK;-642;RUB;-642;RUB;6;Фастфуд;5814;Скалка;6;0;642
28.07.2022 17:59;28.07.2022;*8125;OK;-65;RUB;-65;RUB;;Фастфуд;5814;Ля Фантази;0;0;65
28.07.2022 9:54;28.07.2022;*8125;OK;-270,6;RUB;-270,6;RUB;2;Фастфуд;5814;Ля Фантази;2;0;270,6
27.07.2022 19:35;27.07.2022;*8125;OK;-1697,69;RUB;-1697,69;RUB;8;Топливо;5541;Teboil;8;0;1697,69
27.07.2022 15:21;27.07.2022;*8125;OK;-1683,9;RUB;-1683,9;RUB;8;Ж/д билеты;4112;Tula, kassa;8;0;1683,9
